username,tweet,retweets,likes
hilarynews,"Video: @HilaryDuff went to see @starisbornmovie, starring @ladygaga and Bradley Cooper, this weekend and praised the movie: ""The movie is SO good!"", Hilary always says that the movie is worthy of ALL of the Oscar and Grammy hype! @gagadaily @LadyGagaUpdated pic.twitter.com/s7avaVY81p",35,140
aria_official,"Starring @ladygaga and #bradleycooper, the soundtrack to @starisbornmovie debuts at #3 on this week’s #ARIACharts!  http://ariacharts.com.au/charts/albums-chart … pic.twitter.com/FfKtNhxHwn",35,96
offthereels,This week we discuss A Star Is Born and try not to ugly cry while doing so.  #podcast #podernfamily #podcasting #AStarIsBorn #movie #filmtwitter #cincinnati #cincypodcast #BradleyCooper #LadyGaga #music https://bit.ly/2C5RFFQ ,34,32
tcm,"Join Bradley Cooper on Sunday, October 7th as he sits down with @davekarger to introduce A STAR IS BORN ('54), and discuss his new movie with @ladygaga #AStarIsBorn ('18) which hits theaters today.  pic.twitter.com/vPPslayYFQ",33,126
vanessamai,“Tell me something boy...” 🎼 SHALLOW Cover @ladygaga @starisbornmovie #AStarIsBorn pic.twitter.com/LXmFBTHq9P,33,222
officialcharts,"@ladygaga Will @LadyGaga collect her fourth UK Number 1 album this week with the @starisbornmovie soundtrack? Her and Brad lead on digital downloads, but is that enough?  http://bit.ly/2y9CzMG  pic.twitter.com/ucb6HPRkS2",32,89
lunaisamerica,"Had to take a mental health break and watch #AStarIsBorn.  Goddamn, this movie was gripping and beautiful. Lady Gaga does what Lady Gaga is going to do her performance was flawless. But I didn’t believe I was watching Bradley Cooper. That man TRANSFORMED.",32,235
imdb,"Some of the biggest names in movies and music were attached to #AStarIsBorn before Bradley Cooper and @ladygaga starred in it. From A-listers to Queen Bey, who passed on the film?  https://imdb.to/2EowEsP  #CastingCalls pic.twitter.com/ar3SMoKPG5",32,110
cbcradioq,"A Star is Born has become one of the most anticipated films of the year. @lukasnelson joined us to talk about the film, working with Lady Gaga and how he crafted the @starisbornmovie soundtrack | LISTEN 🔊  http://bit.ly/2y14zBQ  pic.twitter.com/HbCV0uQjim",31,124
theasibmovie,'Look What I Found' from A STAR IS BORN is #4 on US Trending !!  Gaga Has been having New Videos on Trending every week nowadays !   #ASIB #AStarIsBornMovie  pic.twitter.com/x66RKKaTZJ,31,123
peta,"His dog was happy, adorable, & received a LOT of love on AND off set ❤️  PETA is awarding actor Bradley Cooper for using his own dog in #AStarIsBornMovie instead of one supplied by a notorious Hollywood animal exhibitor.  https://pge.sx/2IF7Rz9  pic.twitter.com/ZepL21njRR",30,127
itunes,@zanelowe @ladygaga .@LadyGaga tells the heartbreaking story behind shooting the final song in #AStarIsBorn. Watch an extended piece of the emotional interview with @ZaneLowe.  See the film in theaters today and pre-order on iTunes now.  http://apple.co/2NqXmQp  pic.twitter.com/xcQ7yiQ2lM,30,93
therickymanning,This song is really hard to sing without getting choked up haha. Obsessed with this song and this movie. 😭 @starisbornmovie #astarisborn pic.twitter.com/7pSMjcX7bj,30,123
writtenbysara,Bradley Cooper straight up looking like Rick Grimes in #AStarIsBorn 😍🤩  pic.twitter.com/mIckpfcVjh,30,180
mpaa,"""[Drag] wasn't a punchline. [Cooper's] character...openly just took it for what it was."" - @itsSHANGELA shares what it was like working on #AStarIsBorn w/ @THR https://www.hollywoodreporter.com/news/shangela-was-handpicked-by-lady-gaga-a-star-is-born-watch-1150456 …",29,190
brentblack,"I really enjoyed #AStarIsBorn, but man I loved that dog.  I need a sequel where Charlie becomes the new ""It"" dog in Hollywood and his success threatens to unravel his happy life. ""A Star is Born 2: The Barkest Hour.""  pic.twitter.com/Ozf6s4pMVD",29,261
aoifecosgrove,Finally a film that doesn’t romanticize alcoholism & depression. Finally people can get a glimpse of the reality of it. #AStarIsBornMovie,28,148
superrudy1,"#AStarIsBornMovie was the best movie I’ve ever seen, catch me crying like a little bitch. Every single song was perfect I can’t with the ending  pic.twitter.com/XHmi6pTX3u",28,111
reginevalcasid,Just watched #AStarIsBorn 😢😢😢 thank you baba @ogiealcasid I had a great time. GoodNate  https://www.instagram.com/p/Bowh1eSAldO/?utm_source=ig_twitter_share&igshid=e8o48z2t3bni …,28,254
theorossi,The film @starisbornmovie is ALL the reasons I got into this crazy business.  Beautiful & Perfect on ALL levels.  Salute to everyone involved.   Touched my soul.  #AlmostNineYears,28,333
casualcinecast,"Soon we will record our episode on #AStarIsBorn!   Send in any questions, or interesting thoughts you have on the film. We might talk about it on the show and give you a shout out!     #AStarIsBornMovie #FilmTwitter #PodernFamily pic.twitter.com/oT0xJOIcwm",27,29
ellosteph,The only presidential alert I'll accept #AStarIsBorn @ladygaga @starisbornmovie  pic.twitter.com/GCLUT9HnZf,27,182
rollingstone,"11 New Albums to Stream Now: Cat Power, #AStarIsBorn and more editors’ picks  https://rol.st/2y7QItA ",26,93
misterkocher,In a movie theatre filled with senior citizens about to watch #AStarIsBorn  pic.twitter.com/AVSts7A6Qv,26,116
itgetsbetter,Did you notice a familiar face in #AStarIsBorn? ✨@itsSHANGELA https://bit.ly/2pHr6z3 ,26,294
kristen_shilton,"Tyler Bozak‘s ex-linemate Mitch Marner suspects his return vs. #Leafs may be emotional: “Big hoopla was around that @starisbornmovie everyone was going to with their girlfriend. Everyone said it was pretty emotional, and I heard he was around that mark of the emotional state.”",26,230
sallymckallin,I have been a Twenty One Pilots fan for 8 years but i’m very disappointed with their new⁠ ⁠⁠album #TRENCH! This is the worst @twentyonepilots album ever! Together with my step-mom and 3 children we decided to listen to the #AStarIsBorn soundtrack. Sorry!,25,65
ianhwatkins,REQUEST ! Can @_ClaireRichards cover ‘I’ll never love again’ from #AStarIsBorn please !!! I MEAN.... THAT would be WOWZERS !!!!!! 😍😍😍😍 #GaGa #BradleyCooper,25,288
channelkindness,"""Earlier this month at a press conference for #ASIB, Lady Gaga shared advice that holds true for her character Ally - and so many others: 'I think what would be wonderful is that we intervene early in life when we see people struggling.'"" #AStarIsBorn  http://ow.ly/jHPS30mfWgx ",25,79
twittermoments,The latest installment in the #HalloweenMovie franchise beat out #AStarIsBorn and #Venom for the top spot at the box office. https://twitter.com/i/events/1054135208524505088 …,25,64
misterbroro,Me in my local theatre’s lobby after my 10th screening of #AStarIsBorn:  pic.twitter.com/qXtFwKNMcD,25,124
lukasnelson,More about the music of @starisbornmovie here in the @washingtonpost:  https://www.washingtonpost.com/arts-entertainment/2018/10/08/star-is-born-some-nashvilles-most-powerful-voices-helped-shape-soundtrack … #AStarIsBorn,24,126
enriqueladygaga,Lady Gaga currently has 6 songs in the Top 10 of iTunes US! 🇺🇸 #AStarIsBorn   #1.  Shallow #3. Is That Alright? #4. Always Remember Us This Way  #5. I'll Never Love Again (Extended Version) #8. Maybe It's Time #10. I'll Never Love Again (Film Version)  pic.twitter.com/fksrChEVil,24,51
pameladaym,"Talk about a one-two 🥊: 🙏 to #Venom &amp; #AStarIsBorn, the box office sets a revenue record for the 1st wknd of Oct., soaring 62% over 2017 & 66% over 2016 alone, according to early estimates.  https://twitter.com/THR/status/1048586222673780737 …",24,75
alamodrafthouse,So... what'd you think? #AStarIsBorn  pic.twitter.com/1tRS3HF4GJ,24,76
hausoframez,"UK fans!  If you buy the #AStarIsBorn signed CD before tomorrow 3pm UK time, you get a chance to win a trip to Vegas to see Gaga live at the Enigma residency AND get a backstage tour.  Buy now:  https://store.universalmusic.com/astarisborn/  https://twitter.com/hausoframez/status/1050071885894098944 …",24,57
shannonkook,Blown away with all the detailed & massively human moments fleshed out by #BradleyCooper and @ladygaga in #AStarIsBorn.  Looking forward to this heating up #TheAcademyAwards  As an actor & aspiring Director I’m also Gaga at the fact he Directed this film while bleeding such DEPTH pic.twitter.com/a38qJFk9hL,24,255
monsterpawpr,A Star Is Born ⭐️ 3 Fanmade Single Covers  http://monsterpawpr.tumblr.com     Photoshop Videos: Before I Cry & Hair Body Face:  https://bit.ly/2ITea1X  Look What I Found:  https://bit.ly/2ydchZZ   Soundtrack 🌟  http://smarturl.it/ASIBSoundtrack  @ladygaga @starisbornmovie  pic.twitter.com/XvQX1evHcF,24,101
skowpow1011,You are doing yourself a disservice if you don’t go see #AStarIsBornMovie . Gaga is exquisite. Bradley Cooper is phenomenal and now I want him to get in the music business because OMG that voice.,24,141
roseareynolds,"I loved #AStarIsBornMovie 👃 Bradley Cooper, sensational.",23,249
survivorhealer,Only 1 of these will be going home with a Grammy & an Oscar.  #AStarIsBorn  pic.twitter.com/j9KUdZQEMC,23,114
mathilda_roses,"#AStarIsBorn was amazing. I am so proud of my queen @ladygaga 💛love u, always",23,1
tannersdad,"@DonaldJTrumpJr @realDonaldTrump Thank Him Thank You Mr. President #AutismNext #Ask about #Vaccines @POTUS @realdonaldtrump #AStarIsBorn Every Child, Person, Citizen has a right to be Healthy. Public Health #EndAutismNow #Autism @RealJamesWoods @GOP @EricTrump @IvankaTrump @donaldjtrumpjr pic.twitter.com/w2FCzqTEKj",23,45
ringernba,The #AStarIsBorn x @swish41 content you didn't know you needed pic.twitter.com/qtD51PFKzR,23,144
jillianmezaaa,Me rn after seeing #AStarIsBorn  pic.twitter.com/d7Xkvcpzpk,23,76
lc__sojung,Lady Gaga - Look What I Found (A Star Is Born) #LadyGaga #astarisborn #LookWhatIFound #cover  https://www.instagram.com/p/Bo8uGzPgdmE/?utm_source=ig_twitter_share&igshid=8pmpjdvuc91u …,23,93
fotpladygaga,So #AStarisBorn has officially passed $200M WW and is #2 only behind #Halloween in U.S. Gaga’s IMPACT |  http://bit.ly/2ys6Ne2  pic.twitter.com/yYhbHczB7p,23,83
goldengateblond,"Just saw @starisbornmovie — @ladygaga is sublime and Bradley Cooper is heartbreaking. See it. (And see the Kristofferson/Streisand version, too.)",22,286
elnoelleon,Y’all ever walk out of a very powerful fucking movie into the public again and wonder wtf is this real? #AStarIsBornMovie,22,111
oliamonsterr,OH MYYYYYY GODD HEAL ME JUST KILLED ME  @ladygaga THANK YOU SO MUCH  #AStarIsBornMovie #AStarIsBornSoundtrack pic.twitter.com/nro0ujfQjP,22,64
nextbestpicture,THE NEXT BEST PICTURE PODCAST - #AStarIsBorn w/ @filmsunstuck & @kt_schaefer   Listen Here -  https://www.nextbestpicture.com/latest/the-next-best-picture-podcast-a-star-is-born … #BradleyCooper #LadyGaga #Oscars #PodernFamily #ThePWA #Podsociety #FilmTwitter #NBPodcast pic.twitter.com/uylBlO9ciK,22,38
jamesasupport2,📽️: WATCH @JamesArthur23's beautiful acoustic version of @ladygaga's I'll Never Love Again from the amazing #AStarIsBorn movie!  Full video:  https://youtu.be/xtoDY92HMb0  pic.twitter.com/NWe8AIMuet,22,67
zooleykuh,Good morning film twitter and little monsters!! I designed an #AStarIsBorn vintage t-shirt. You can buy them here!!  https://www.redbubble.com/people/artbyzuleika/works/34610440-vintage-ally-maine-a-star-is-born?asc=u&p=t-shirt&rbs=&rel=carousel&style=mens … pic.twitter.com/zFtn5JeO59,22,18
jennycooney,I’m going out on a limb right now to predict “Shallow” will win @TheAcademy & @goldenglobes Best Song - it’s already in high rotation on Aussie radio & a hit! Congrats #bradleycooper @ladygaga @starisbornmovie  https://twitter.com/ladygaga/status/1052727222383988737 …,22,93
livenation,Everything you've heard is true. Seeing is believing. @starisbornmovie is NOW PLAYING. Get tickets:  https://livemu.sc/AStarIsBorn  @LiveNationProds @wbpictures #AStarIsBorn pic.twitter.com/CjEgLITHiH,21,39
cr_nna,"December 1983, Billboard Magazine #Madonna #AStarIsBorn  pic.twitter.com/fKjJmT28hh",21,74
tarasetmayer,"Just saw @starisbornmovie  Absolutely fantastic performances by @ladygaga & #BradleyCooper   Powerful, authentic, heartfelt. Beautiful music. Wow.  #Oscar worthy for sure   If you know Lady Gagas story, you’ll appreciate her role even more.  Well done. 👏👏👏👏",21,242
asibfilm,Lady Gaga and Bradley Cooper claim the #1 Spot at the Box Office UK 🇬🇧 debut with #AStarIsBorn 🍿#Venom #FirstMan #Movies #newreleases 👏👏👏👏👏,21,82
gma,Mother Monster @ladygaga surprised hundreds of fans just before a viewing of her film #AStarIsBornMovie with @tyleroakley ♥️ https://gma.abc/2Cp9Vel   Catch @ladygaga TOMORROW on @GMA! pic.twitter.com/MuxXOatzpz,20,101
bnicholas,"While I am pleasantly surprised with the remake of #AStarIsBorn, all of the songs in the film sound like castoff music that Adele turned down.",20,20
ticketmaster,@wbpictures @ladygaga @starisbornmovie .@StarIsBornMovie starring @LadyGaga & Bradley Cooper is now playing only in theaters. Tag a friend you’re seeing the movie with and check out our 5 facts to know before you go:  http://bit.ly/2CrNzIT  @LiveNationProds @WBPictures #AStarIsBorn pic.twitter.com/9boslLWvHZ,20,114
thinkhero,#AStarIsBorn is one of the best movies of the year. Powerful performances from Bradley Cooper and Lady Gaga. It's a story we've all seen before but it's well directed by Cooper and beautifully shot by Matthew Libatique. The beginning feels a bit rushed but after that it works,20,312
msrebeccablack,welp big BIG ugly cry energy post #AStarIsBorn,20,173
huskergurl85,We saw #AStarIsBornMovie last night and I was blown away. What a phenomenal movie! I got goosebumps listening to #LadyGaga sing ‘I’ll Never Love Again’. It reminded me so much of Whitney Houston’s ‘I Will Always Love You’. This has #Oscars written all over it. #BradleyCooper 💕,20,115
fandango,"@ladygaga One of the best moments in #AStarIsBorn is when Ally gets pulled on stage. So we had to know, what was @LadyGaga's own Ally moment? pic.twitter.com/9KGKJlj3a1",19,65
greggrunberg,"Just took my wife to #AStarIsBorn. MAN!  Bradley & @ladygaga are BRILLIANT.  Yes I’m in it, yes I’ve seen it before, yes these are my friends, BUT... it really is a terrific film.  Must see on the big screen. pic.twitter.com/BsfOJIS7zZ",19,217
deadline,BOX OFFICE REPORT: #Venom / #AStarIsBorn Keep refreshing for the latest updates throughout the weekend! ⬇️⬇️⬇️⬇️⬇️⬇️  https://bit.ly/2CqUSk4  pic.twitter.com/tSc8mYNPLC,19,71
gabrielmonstere,I can never look at this photo the same way I did after watching #AStarIsBorn...  pic.twitter.com/X1HDIBsXhN,19,70
franceswangtv,There’s a @ladygaga documentary on @netflix and now that I’ve seen @starisbornmovie twice...... you know the rest.,19,96
